real_x,real_y,real_z,virtual_x,virtual_y,virtual_z
-1.327232,2.253411,2.150052,0.009409428,-0.07547623,0.4003881
-1.742056,2.198341,0.4404982,0.06770775,-0.001167774,0.5737318
-1.629207,2.279129,0.4778307,0.05164149,-0.007271171,0.5323438
-1.63055,2.282993,0.4526593,0.03650051,-0.01514065,0.4897091
-1.838797,2.073563,0.2049482,0.0185051,-0.02866054,0.4476824
-1.901574,1.825127,0.009348661,0.02107328,-0.01436496,0.4155334
-1.937766,1.538803,-0.1249335,0.05020726,0.01543188,0.5794224
-1.930187,1.514609,-0.1907956,0.04703981,0.01358747,0.5899039
-1.88033,1.876283,0.06898032,0.04797477,0.00239861,0.5720824
-1.887372,1.914665,0.1145055,0.04537386,-0.00225246,0.5539714
-1.947201,1.592919,-0.1347284,0.03885996,0.006727099,0.5370588
-1.910425,1.86881,0.08989105,0.04364949,-0.001956582,0.543784
-1.878823,1.9232,0.1248955,0.04396474,-0.002393842,0.5500407
-1.916808,1.601604,-0.1317033,0.04014385,0.009954929,0.5527081
-1.898659,1.608307,-0.1368971,0.04061574,0.0113796,0.5616271
-1.837669,1.90452,0.08957599,0.04715753,0.004708886,0.5779261
-1.814117,1.934732,0.1120753,0.0485079,0.005804896,0.5848257
-1.859022,1.664569,-0.08923665,0.04528975,0.01541221,0.5869795
-1.865273,1.655731,-0.07926321,0.04709059,0.01632988,0.5886115
-1.797439,1.96069,0.1498794,0.05241019,0.007862806,0.5972772
-1.773907,1.983211,0.1543528,0.0518837,0.008221984,0.6017385
-1.905282,1.607628,-0.02880987,0.04697627,0.01545775,0.5298038
-1.828661,1.752967,0.08837569,0.0422231,0.01122999,0.4602311
-1.752989,1.843692,0.1070037,0.03728667,0.01035118,0.437213
-1.829121,1.746095,-0.003066394,0.02814338,0.005660295,0.4242664
-0.806169,1.396114,3.609596,-0.02989209,-0.03810379,0.5973123
-0.8644317,1.391262,3.579545,-0.03032005,-0.03770801,0.5923916
-0.9243659,1.445248,3.5374,-0.0296492,-0.03851074,0.594692
-1.147468,1.496638,3.402329,-0.02996111,-0.04038697,0.5939022
-1.113425,1.493524,3.431711,-0.02930313,-0.04049328,0.5987444
-0.7023019,1.716329,3.542984,-0.03469765,-0.04486597,0.6218183
-0.7531976,1.750988,3.516461,-0.03808057,-0.04506022,0.6255076
-0.7794503,1.770282,3.498795,-0.04115516,-0.04583871,0.6261313
-0.7567547,1.786605,3.479905,-0.0431307,-0.04791987,0.6183567
-1.381845,2.509273,2.502154,-0.04355699,-0.05309951,0.6538736
-1.295926,2.452272,2.654222,-0.04369622,-0.05431533,0.6511912
-1.319194,2.474316,2.605504,-0.04529899,-0.05446404,0.6516923
-1.333255,2.487053,2.57898,-0.04780674,-0.05341512,0.6511316
-1.269442,2.456068,2.669924,-0.04928607,-0.05373073,0.648198
-1.238955,2.430334,2.723564,-0.05037951,-0.05402756,0.6458907
-1.240262,2.41403,2.736967,-0.05082583,-0.05455643,0.6428026
-1.254335,2.40688,2.730182,-0.05251133,-0.05539048,0.6400464
-1.227538,2.4015,2.753436,-0.05138755,-0.05546886,0.6394124
-1.320907,2.436691,2.632715,-0.04796529,-0.05574989,0.6403476
-1.305759,2.412249,2.668871,-0.04468477,-0.05572367,0.6379025
-1.311824,2.44335,2.632205,-0.04169869,-0.05476964,0.6438632
-1.310494,2.46153,2.605097,-0.04068989,-0.05390978,0.6434716
-1.279119,2.452566,2.647542,-0.04109389,-0.0523563,0.643528
-1.290225,2.455789,2.63459,-0.04185963,-0.05167216,0.6425123
-1.288244,2.45153,2.639278,-0.04316765,-0.05162293,0.6404887
-1.245582,2.433085,2.699461,-0.04466319,-0.05211639,0.6410478
-1.267388,2.433673,2.684109,-0.04493755,-0.05234754,0.6415582
-1.253225,2.418697,2.702676,-0.04360831,-0.05275631,0.6375293
-1.35636,2.451345,2.576358,-0.04087168,-0.05307764,0.6400291
-1.480021,2.502189,2.365427,-0.03301543,-0.05430871,0.6437066
-1.615199,2.498085,2.170036,-0.02387416,-0.05464572,0.6392301
-1.568752,2.503198,2.229121,-0.01848036,-0.05405003,0.6450796
-1.584909,2.50013,2.096678,-0.004479647,-0.05662549,0.6217498
-1.59535,2.521879,2.069464,0.0004706383,-0.05465281,0.635888
-1.634518,2.536545,1.955157,0.003782928,-0.05435914,0.6356956
-1.738135,2.058442,-0.3149846,0.0009745359,-0.04587603,0.7188173
-1.602593,1.907799,-0.5098758,0.008993387,-0.04363662,0.7506447
-1.610901,1.868753,-0.5490375,0.007493734,-0.04141599,0.7600153
-1.767138,2.015404,-0.2817927,0.01267779,-0.03625309,0.8110293
-1.568155,1.833269,-0.559203,0.01977217,-0.01985991,0.9255241
-1.698395,2.036462,-0.3050481,0.02508807,-0.0094046,1.012134
-1.918803,2.321333,0.1932985,0.0226233,-0.01661462,0.9476662
-1.973724,2.548656,0.6056817,0.02775836,-0.005894542,1.027655
-1.909391,2.558543,0.4538152,0.05173486,0.01633668,1.225203
-1.875432,3.034717,2.008973,0.04552841,0.01860857,1.223072
-1.922349,2.948029,1.695332,0.04633915,0.01207983,1.171208
-1.911373,2.697199,0.6736656,0.06306809,0.02398086,1.272333
-1.891801,2.967755,2.029092,0.05187875,0.01129806,1.181834
-1.887462,2.964504,1.872099,0.05207503,0.01070499,1.168475
-1.897743,2.79452,0.8644392,0.06789267,0.0227766,1.270864
-1.697776,3.070807,2.491233,0.05261755,0.01951146,1.220304
-1.910627,2.909963,1.552838,0.04712212,0.006418347,1.134502
-1.815008,2.340288,0.1049349,0.05248779,0.005162954,1.138808
-1.696299,2.084562,-0.2317921,0.04573715,-0.007210195,1.046574
-1.916954,2.280593,0.2042077,0.03278089,-0.02681959,0.8871239
-1.819219,2.111109,-0.1123758,0.03018761,-0.03332341,0.8387639
-1.50657,1.765288,-0.6444938,0.03124881,-0.03300518,0.8248958
-1.239575,2.491756,2.712362,-0.04214203,-0.05145848,0.6797796
-1.231966,2.483757,2.725507,-0.0449267,-0.05126047,0.6765105
-1.251078,2.495863,2.702252,-0.04694229,-0.05113488,0.67865
-1.219573,2.496732,2.72575,-0.04762423,-0.05182481,0.6797477
-1.233171,2.470775,2.74855,-0.048015,-0.05236542,0.6778604
-1.274374,2.496125,2.682658,-0.0470829,-0.05240393,0.6791085
-1.199903,2.495025,2.735106,-0.04717267,-0.05245483,0.6781738
-1.154844,2.459005,2.816997,-0.0463838,-0.05242151,0.6787467
-1.161315,2.453174,2.810129,-0.04458749,-0.05307615,0.6757553
-1.211511,2.482517,2.739662,-0.04403496,-0.05328965,0.6780198
-1.204563,2.498123,2.727021,-0.04397303,-0.05261087,0.67978
-1.202556,2.500953,2.72136,-0.04328448,-0.05235761,0.6787519
-1.209122,2.49607,2.721855,-0.04277807,-0.05224985,0.6780021
-1.185221,2.506916,2.724946,-0.04237294,-0.05176574,0.6789724
-1.159259,2.482703,2.772354,-0.04130709,-0.05155313,0.6770989
-1.174947,2.482675,2.759082,-0.04005885,-0.05132496,0.6762192
-1.131315,2.506222,2.764012,-0.0393694,-0.05052465,0.6804149
-1.239203,2.496518,2.68752,-0.03889853,-0.05098283,0.6741325
-1.194257,2.472708,2.7579,-0.03827274,-0.05080694,0.6756235
-1.15996,2.479708,2.769995,-0.03843677,-0.05083752,0.6753753
-1.149054,2.460794,2.795028,-0.03803563,-0.05086762,0.6720696
-1.163215,2.472875,2.780017,-0.0377087,-0.05040091,0.6762093
-1.141602,2.488473,2.771147,-0.03753066,-0.05092353,0.6767117
-1.143398,2.467927,2.793657,-0.03688365,-0.05075735,0.6745571
-1.165953,2.478973,2.765208,-0.03635401,-0.05032706,0.6751429
-1.131018,2.465432,2.803264,-0.03570199,-0.05027288,0.6739876
-1.210879,2.491739,2.713722,-0.03558981,-0.05035877,0.6747087
-1.17531,2.474808,2.762947,-0.0360623,-0.05056113,0.6748174
-1.187644,2.475059,2.748813,-0.03586721,-0.05083215,0.6729183
-1.172708,2.487542,2.742751,-0.03523284,-0.05082726,0.6740556
-1.221377,2.500768,2.691164,-0.03454649,-0.05088323,0.6752388
-1.225881,2.497907,2.68399,-0.03431678,-0.0510025,0.6723844
-1.196371,2.510692,2.693363,-0.03400064,-0.0507744,0.6754034
-1.27083,2.539587,2.589504,-0.03334743,-0.05062926,0.6748965
-1.20741,2.491564,2.707116,-0.0334965,-0.05068111,0.67257
-1.229467,2.510056,2.662186,-0.03277272,-0.0507648,0.6727422
-1.224118,2.504896,2.668353,-0.03152305,-0.05104798,0.6714185
-1.328017,2.507556,2.568109,-0.03064674,-0.05178106,0.6674182
-1.244867,2.486518,2.671288,-0.02916104,-0.05141413,0.6691452
-1.217408,2.482503,2.696122,-0.0283944,-0.05128741,0.6689998
-1.272471,2.501616,2.621841,-0.02724445,-0.05124575,0.6682458
-1.350237,2.541246,2.49094,-0.02578545,-0.05088556,0.6693492
-1.310509,2.4948,2.594455,-0.02458936,-0.05123436,0.6668988
-1.297383,2.474691,2.628304,-0.02253789,-0.05091494,0.6643555
-1.334832,2.498741,2.548742,-0.02072108,-0.05096829,0.6617025
-1.327024,2.547832,2.500181,-0.01881176,-0.0497027,0.6723549
-1.336413,2.548223,2.483778,-0.01752162,-0.0496189,0.6704131
-1.452547,2.540157,2.346637,-0.01575357,-0.05074304,0.6604586
-1.432256,2.540519,2.375597,-0.01477087,-0.05061656,0.6635901
-1.454452,2.52596,2.368463,-0.01408726,-0.05103743,0.6607661
-1.368724,2.504583,2.498428,-0.01331538,-0.05059445,0.6622953
-1.372775,2.502114,2.500348,-0.01317966,-0.05039692,0.6627891
-1.397344,2.515283,2.449943,-0.01309806,-0.05033892,0.6614332
-1.441159,2.530143,2.371005,-0.01332039,-0.05022037,0.659025
-1.407285,2.511843,2.446039,-0.01357585,-0.05011344,0.6608734
-1.359981,2.512056,2.495528,-0.01456243,-0.04997534,0.6616541
-1.392036,2.520321,2.451821,-0.01484489,-0.05000639,0.6618769
-1.424719,2.494335,2.453927,-0.01574039,-0.05059111,0.6579242
-1.40452,2.521454,2.424193,-0.01697457,-0.05064929,0.6564614
-1.409386,2.49674,2.453562,-0.01726443,-0.05140615,0.6537474
-1.405938,2.505847,2.438431,-0.01721305,-0.0515058,0.652997
-1.456981,2.533478,2.327364,-0.01601744,-0.05163306,0.6519396
-1.408144,2.493178,2.442176,-0.01493061,-0.05155361,0.6486412
-1.44207,2.503882,2.37883,-0.01184237,-0.05086172,0.6466875
-1.455685,2.510431,2.336307,-0.01037598,-0.05125427,0.6427414
-1.553359,2.523354,2.176255,-0.005990624,-0.05084318,0.641184
-1.527392,2.522343,2.205563,-0.003280044,-0.04921746,0.6390897
-1.468134,2.51471,2.284266,-0.001854837,-0.04854023,0.6357281
-1.467644,2.535455,2.250995,0.001481473,-0.04569292,0.6375473
-1.436746,2.51563,2.316122,0.003135026,-0.0445112,0.6340356
-1.453001,2.522614,2.279653,0.003178358,-0.04459167,0.6328162
-1.432258,2.517931,2.313074,0.003832042,-0.04479063,0.6337508
-1.438479,2.528176,2.265753,0.004661798,-0.04590398,0.6288003
-1.445793,2.522894,2.268397,0.006971478,-0.04563695,0.6302276
-1.494926,2.518918,2.197559,0.006918728,-0.04697615,0.6255028
-1.518858,2.519219,2.154139,0.007136703,-0.04798812,0.6231076
-1.499209,2.527682,2.157269,0.00690484,-0.04917842,0.6227421
-1.532571,2.527004,2.082654,0.007232785,-0.05228448,0.6170889
-1.554029,2.509147,2.074132,0.007875741,-0.05319369,0.6128482
-1.549613,2.508925,2.084829,0.009285808,-0.05333942,0.6153277
-1.521959,2.508168,2.128092,0.0106594,-0.0530889,0.6167556
-1.550591,2.493492,2.086952,0.01202655,-0.05390048,0.6083422
-1.564301,2.494816,2.054305,0.01212364,-0.05451381,0.6065149
-1.563009,2.492239,2.053738,0.01234454,-0.05442041,0.603866
-1.534967,2.48379,2.106054,0.0120092,-0.05433607,0.6012259
-1.517114,2.485713,2.1239,0.01228946,-0.0545215,0.600737
-1.527418,2.50001,2.075199,0.01307291,-0.05458993,0.6005748
-1.564352,2.501178,2.003747,0.01450855,-0.05473346,0.5979046
-1.541825,2.501873,2.032285,0.01557279,-0.05480278,0.5974863
-1.55863,2.501325,2.006781,0.01691669,-0.05419379,0.5976766
-1.551027,2.508347,1.996068,0.01811725,-0.05400693,0.5966772
-1.538619,2.51061,2.010887,0.01876712,-0.05369145,0.5971966
-1.527436,2.502846,2.042909,0.01986754,-0.0530051,0.5962614
-1.606908,2.515564,1.862292,0.02205271,-0.04926765,0.5887698
-1.487533,2.524222,2.049503,0.02112323,-0.04901147,0.5918417
-1.502949,2.521209,2.025583,0.02061921,-0.04939938,0.5892498
-1.577283,2.509654,1.918786,0.02074778,-0.05014753,0.5851527
-1.526982,2.515182,1.991889,0.0198738,-0.05093288,0.5868603
-1.532468,2.518272,1.98193,0.01956058,-0.05119073,0.5888571
-1.537034,2.515469,1.97555,0.01563907,-0.05281651,0.5855084
-1.507995,2.515214,2.036199,0.01332718,-0.05256832,0.5882704
-1.525232,2.508758,2.006775,0.008835435,-0.05430543,0.5806213
-1.490748,2.52323,2.020318,0.007448196,-0.05465734,0.5794451
-1.486425,2.523437,2.027946,0.007030189,-0.05473852,0.5798183
-1.491727,2.528957,1.998744,0.006092787,-0.05516005,0.5771302
-1.479935,2.508497,2.057063,0.005313694,-0.05569947,0.5749691
-1.548101,2.489765,1.981335,0.005683005,-0.05627787,0.5693085
-1.530013,2.503084,1.983825,0.005286396,-0.05604982,0.5708548
-1.507229,2.502052,2.017535,0.006101727,-0.05610073,0.5707724
-1.532686,2.498518,1.98119,0.006596446,-0.05637878,0.5692924
-1.577298,2.500464,1.888775,0.006630599,-0.05737138,0.5658363
-1.559718,2.51116,1.899442,0.005009115,-0.05792975,0.5681242
-1.558595,2.516161,1.88946,0.004228711,-0.0580157,0.5681188
-1.58889,2.508733,1.832502,0.00397265,-0.05926716,0.5626647
-1.592886,2.512176,1.820165,0.004306138,-0.05936956,0.5645199
-1.606006,2.507981,1.787417,0.004541337,-0.06050384,0.5607079
-1.583907,2.516494,1.81614,0.0049631,-0.06027389,0.5640504
-1.585458,2.511428,1.816877,0.005425036,-0.06049466,0.5615647
-1.605758,2.51034,1.761186,0.005524218,-0.06103528,0.5570884
-1.608921,2.498648,1.772253,0.005917668,-0.06179082,0.5534381
-1.586115,2.504437,1.796374,0.007120192,-0.06263924,0.5551094
-1.711869,2.471903,1.534635,0.009217143,-0.06380832,0.5385264
-1.717134,2.466781,1.528591,0.009633243,-0.06361866,0.5360411
-1.718623,2.466484,1.515948,0.009793222,-0.06345069,0.5338379
-1.71016,2.465791,1.541989,0.01024175,-0.06334007,0.5336246
-1.697738,2.466253,1.574506,0.0108515,-0.06315827,0.5339324
-1.710557,2.460341,1.549232,0.01133269,-0.06304359,0.5313758
-1.724032,2.454744,1.524024,0.01227289,-0.06281459,0.5300001
-1.709916,2.458584,1.545658,0.01230949,-0.0627532,0.5290549
-1.70461,2.45897,1.558252,0.01254332,-0.06259251,0.5288768
-1.698917,2.457511,1.573184,0.01256037,-0.06263149,0.5275515
-1.700372,2.455382,1.571279,0.01287091,-0.06260991,0.5264852
-1.709155,2.454079,1.539021,0.01374894,-0.06300795,0.5249242
-1.702116,2.455657,1.548132,0.014139,-0.06318545,0.524658
-1.689761,2.461094,1.565799,0.01497251,-0.06293726,0.5263025
-1.700112,2.457976,1.54011,0.01548362,-0.06300735,0.5248504
-1.716056,2.445757,1.519655,0.01594353,-0.06342137,0.5207742
-1.718639,2.443578,1.513216,0.01593006,-0.06354392,0.5193944
-1.703897,2.448214,1.54403,0.01610452,-0.06343019,0.5209109
-1.701959,2.446829,1.552557,0.01623052,-0.06358051,0.5207615
-1.700581,2.455393,1.534391,0.01753962,-0.06238103,0.5229319
-1.696731,2.455422,1.541659,0.01736557,-0.06242609,0.5221435
-1.70439,2.451624,1.53129,0.01798904,-0.06267703,0.5223255
-1.715307,2.453826,1.481023,0.01825315,-0.06284726,0.52121
-1.714087,2.457543,1.472951,0.01830685,-0.06287277,0.522287
-1.712351,2.453281,1.497823,0.01878405,-0.06239951,0.5222951
-1.698119,2.452626,1.552646,0.02010769,-0.06127453,0.5241788
-1.702004,2.461117,1.527351,0.02063859,-0.06018817,0.5276771
-1.702201,2.46172,1.523942,0.02052051,-0.06028068,0.5276763
-1.683725,2.465596,1.569636,0.02068889,-0.06012678,0.5296048
-1.72347,2.460813,1.48419,0.02177936,-0.05925703,0.5319153
